,Index,filename,title,full-date,start-date,mid-date,end-date,circa,geography,country,url,image_url,artist,cleaned_artist,second_artist,Nickname,Notes,Attributed to,Attributed to.1,Attributed to.2,Copy of/After,In Style of,Workshop of,Circle of,width,height,area
453,453,0000637.jpeg,"Portrait of Louise-Marie de Bourbon, Mademoiselle de Tours, Duchess of Orléans (1674-1681)",1681-1682,1681,1681.5,1682,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1039929469;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0012315g_post.jpg,Pierre Mignard I,Pierre Mignard I,,,,,,,,,,,146,196,28616
454,454,0000638.jpeg,Self-Portrait,1683-84,1683,1683.5,1684,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000749638;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d2390/41822000749638.jpg,"Le Brun, Charles, 1619-1690",Charles Le Brun,,,,,,,,,,,158,200,31600
455,455,0000639.jpeg,Self-portrait,1683-1684,1683,1683.5,1684,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1039614315;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0035204g_post.jpg,Charles Le Brun,Charles Le Brun,,,,,,,,,,,159,196,31164
456,456,0000642.jpeg,"Portrait of Pierre Lepautre, Sculptor",1689,,1689,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_41382653;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/22372070.jpg,"Nicolas de Largillière, French, 1656-1746",Nicolas de Largillierre,,,,,,,,,,,156,196,30576
457,457,0000643.jpeg,Portrait of the Artist,1690,,1690,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310751387;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40111025_8b_srgb.jpg,Pierre Mignard I,Pierre Mignard I,,,,,,,,,,,152,196,29792
458,458,0000644.jpeg,Portrait of Louis XIV,late 17th century,1670,1685,1699,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_1039902497;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_26030610_8b_srgb.jpg,Charles Le Brun,Charles Le Brun,,,,,,,,,,,143,196,28028
459,459,0000646.jpeg,"Portrait of Francoise Marguerite, Countess of Grignan (?)",second half of the 17th century,1650,1675,1699,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1039614351;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0044649g_post.jpg,Attributed to Pierre Mignard I,Unsure,,,,Pierre Mignard I,,,,,,,163,196,31948
460,460,0000647.jpeg,Equestrian portrait of Louis XIV before Kassel,17th century,1600,1650,1699,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313471125;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art387377_as_8b_srgb.jpg,Pierre Mignard I,Pierre Mignard I,,,,,,,,,,,163,196,31948
461,461,0000649.jpeg,Portrait of Moliere,17th century,1600,1650,1699,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313470469;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art317784_as_8b_srgb.jpg,Attributed to Pierre Mignard I,Unsure,,,,Pierre Mignard I,,,,,,,151,196,29596
462,462,0000650.jpeg,Portrait of the Countess of Sevigné,2nd half of the 17th century,1650,1675,1699,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_10310841204;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0034389g_post.jpg,Attributed to Pierre Mignard I,Unsure,,,,Pierre Mignard I,,,,,,,140,196,27440
463,463,0000652.jpeg,Portrait of a Woman,c.1696,,1969,,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ASLAMIG_10312598123;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/aslam/d0001/st_louis_31943.jpg,"Nicolas de Largillière, French, 1656-1746",Nicolas de Largillierre,,,,,,,,,,,157,196,30772
464,464,0000653.jpeg,Self-Portrait,1696,,1696,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000779205;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d2508/41822000779205.jpg,"Troy, Francois de, 1645-1730",Francois de Troy,,,,,,,,,,,155,200,31000
465,465,0000654.jpeg,Portrait of Lambert de Vermont,c. 1697,,1697,,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_41382651;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/22372069.jpg,"Nicolas de Largillière, French, 1656-1746",Nicolas de Largillierre,,,,,,,,,,,153,196,29988
466,466,0000656.jpeg,Locket for a Portrait Miniature,17th century,1600,1650,1699,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWALTERSIG_10312545282;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/walters/d0001/walters_38.0229_post_as_8bit.jpg,Artist: Anonymous (French),Anonymous,,,,,,,,,,,165,196,32340
467,467,0000657.jpeg,Portrait of a Man,1650,,1650,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGAIG_10313952926;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/nga_l01_e10312_8b_srgb.jpg,French 17th Century,Anonymous,,,,,,,,,,,159,196,31164
468,468,0000658.jpeg,"Portrait of Jean-François Paul de Gondi, Cardinal de Retz",17th Century,1600,1650,1699,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313260841;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art333186.jpg,French School,Anonymous,,,French School,,,,,,,,176,196,34496
469,469,0000659.jpeg,Portrait of the artist as a hunter,1699,,1699,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313259143;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art339046_as.jpg,Alexandre-François Desportes,Alexandre-François Desportes,,,,,,,,,,,164,196,32144
470,470,0000660.jpeg,Portrait of Louis XIV Holding the Plan for the Maison Royale de Saint-Louis at Saint-Cyr,last quarter 17th Century,1675,1687,1699,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313470414;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art193075_as_8b_srgb.jpg,Attributed to Nicolas René; Jollain the Elder,Unsure,,,,Nicolas René,Jollain the Elder,,,,,,148,196,29008
471,471,0000662.jpeg,Portrait of a Gentleman in Dress Armor.,c.1700,,1700,,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/NGA_REALI_1039653890;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/nga/reali/reali_331201368_post_as.jpg,"Anon. (France), 18th century.",Anonymous,,,,,,,,,,,152,196,29792
472,472,0000663.jpeg,Portrait of a Gentleman.,c.1700.,,1700,,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/NGA_REALI_1039654511;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/nga/reali/reali_800138_post_2_as.jpg,"Anon. (France), 18th century.",Anonymous,,,,,,,,,,,167,196,32732
473,473,0000665.jpeg,Portrait of Louis XIV,c.1690,,1690,,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000784338;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d2487/41822000784338.jpg,"Rigaud, Hyacinthe, 1659-1743",Hyacinthe Rigaud,,,,,,,,,,,200,190,38000
474,474,0000667.jpeg,Portrait of Louis XIV,1701,,1701,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000784353;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d2487/41822000784353.jpg,"Rigaud, Hyacinthe, 1659-1743",Hyacinthe Rigaud,,,,,,,,,,,138,200,27600
475,475,0000669.jpeg,Portrait of Antoine Coysevox,about 1701,,1701,,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_MINIAPOLIS_103820747;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/miniapolis/mia_.22487c.jpg,"Francois Jouvenet, the younger, European; French, 1664 - 1749, (painter),",Francois Jouvenet The Younger,,,,,,,,,,,165,200,33000
476,476,0000670.jpeg,"Portrait of Marie-Adé;laï;de de Savoie, Duchesse de Bourgogne, Shown in her Hunting Costume near the Grand Canal of Fontainebleau",1704,,1704,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313467873;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art154813_as_8b_srgb.jpg,Pierre Gaubert,Pierre Gaubert,,,,,,,,,,,162,196,31752
477,477,0000671.jpeg,Portrait of a Gentleman,about 1705,,1705,,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AINDIANAIG_10313598364;prevRouteTS=1568655291152;iap=true,https://mdxdv.artstor.org/thumb/imgstor/size1/aindiana/d0001/indy_addl_56-56_as_8b_srgb.jpg,"Hyacinthe Rigaud (French, 1659-1743)",Hyacinthe Rigaud,,,,,,,,,,,157,196,30772
478,478,0000672.jpeg,Self-Portrait,1707,,1707,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGAIG_10313951389;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/nga_l01_a10782_8b_srgb.jpg,Nicolas de Largillierre,Nicolas de Largillierre,,,,,,,,,,,154,196,30184
479,479,0000673.jpeg,Portrait of a Man,probably 1710,,1710,,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313767121;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng5585_8b_srgb.jpg,"Nicolas de Largillierre, 1656 - 1746",Nicolas de Largillierre,,,,,,,,,,,153,196,29988
480,480,0000674.jpeg,Portrait of a Gentleman,1710,,1710,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_SAN_FRANCISCO_103854006;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/san_francisco/fasf.64126.jpg,"Nicholas de Largilliere, European; French, 1656 - 1746",Nicholas de Largilliere,,,,,,,,,,,148,196,29008
481,481,0000676.jpeg,Self Portrait Working on an Annunciation,1711,,1711,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313469826;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art386368_as_8b_srgb.jpg,Nicolas de Largilliè;re,Nicolas de Largillierre,,,,,,,,,,,160,196,31360
482,482,0000679.jpeg,Portrait of a Boy in Fancy Dress,about 1710 - 1714,1710,1712,1714,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/GETTY_GGMP_1031171804;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/getty/ggmp/gm_00067501_as_8b.jpg,"Nicolas de Largillière (French, 1656 - 1746)",Nicolas de Largillierre,,,,,,,,,,,154,196,30184
483,483,0000681.jpeg,Self Portrait,1716,,1716,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000784387;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d2487/41822000784387.jpg,"Rigaud, Hyacinthe, 1659-1743",Hyacinthe Rigaud,,,,,,,,,,,159,200,31800
484,484,0000682.jpeg,Portrait of a Man,ca. 1717,,1717,,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AKRESS_IFA_10312706691;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/kress/ifa/ifa_kress_i09-06482_8b_srgb.jpg,"Largillière, Nicolas de, French, 1656-1746, (painter),",Nicolas de Largillierre,,,,,,,,,,,158,196,30968
485,485,0000684.jpeg,Portrait of Catherine I,1717,,1717,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_10313879031;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/russian_scala_art132825_as_8b_srgb.jpg,Jean-Marc Nattier,Jean-Marc Nattier,,,,,,,,,,,137,196,26852
486,486,0000685.jpeg,"Portrait of Eugene, Prince of Savoy [Eugenius (1663-1736), prins van Savoye]",1718,,1718,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313628238;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-373_8b_srgb.jpg,"schilder: Schuppen, Jacob van [Schuppen, Jacques van]",Jacob van Schuppen,,,,,,,,,,,160,196,31360
487,487,0000686.jpeg,"Portrait of Michel de Launey des Isles, 1673-1731",about 1700,,1700,,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_MINIAPOLIS_103821959;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/miniapolis/mia_.11087c.jpg,"Domenico Dupra, European; French, 1689 - 1770, (painter),",Domenico Dupra,,,,,,,,,,,163,200,32600
488,488,0000689.jpeg,"Portrait of Louis of France, The Grand Dauphin (1661-1711)",ca. 1697-1721,1697,1709,1721,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_32665667;prevRouteTS=1568655291152;iap=true,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/12495736.jpg,"Attributed to Hyacinthe Rigaud, French, 1659-1743",Unsure,,,,Hyacinthe Rigaud,,,,,,,161,196,31556
489,489,0000690.jpeg,Portrait of a Lady with a Bird,1721,,1721,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_10313879339;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/russian_scala_art345271_as_8b_srgb.jpg,Louis Michel van Loo,Louis Michel van Loo,,,,,,,,,,,165,196,32340
490,490,0000691.jpeg,Portrait of a gentleman,17th century,1600,1650,1699,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313470773;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art343365_as_8b_srgb.jpg,Antoine Coypel,Antoine Coypel,,,,,,,,,,,168,196,32928
491,491,0000692.jpeg,Portrait of a Man,c. 1717,,1717,,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AKRESS_10310356360;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/kress/d0001/kress_0116_post.jpg,"Nicolas de Largillière, attributed to, French, 1656-1746",Unsure,,,,Nicolas de Largillière,,,,,,,161,196,31556
492,492,0000693.jpeg,Portrait of the Writer Bernard Le Bovier de Fontenelle,1723,,1723,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313469112;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art327984_as_8b_srgb.jpg,Louis Galloche,Louis Galloche,,,,,,,,,,,143,196,28028
493,493,0000694.jpeg,"Portrait of Antoine Paris, Conseiller d'Etat",1724,,1724,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_41383203;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/22372363.jpg,"Hyacinthe Rigaud, French, 1659-1743",Hyacinthe Rigaud,,,,,,,,,,,149,196,29204
494,494,0000695.jpeg,Antoine Pâris,1724,,1724,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313767129;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng6428_8b_srgb.jpg,"Hyacinthe Rigaud, 1659 - 1743",Hyacinthe Rigaud,,,,,,,,,,,152,196,29792
495,495,0000696.jpeg,Portrait of Louis Boullogne the Younger (Portrait of a Painter of the Academie Royale de Peinture),1st quarter 18th Century,1700,1712,1724,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313469987;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art156795_as_8b_srgb.jpg,Attributed to Pierre Gaubert; attributed to Louis Tocqué;,Unsure,,,,Pierre Gaubert,Louis Tocqué,,,,,,157,196,30772
496,496,0000697.jpeg,Portrait of a Woman,c.1715,,1715,,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003669759;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d2387/41822003669759.jpg,"Largillierre, Nicolas de, 1656-1746",Nicolas de Largillierre,,,,,,,,,,,141,200,28200
497,497,0000698.jpeg,Portrait of Pierre Cadeau de Mongazon,c. 1720?,,1720,,?,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMHOUSTONIG_10313876982;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/ahouston/d0001/mfahouston_115284_8b_srgb.jpg,"Largillière, Nicolas (French, 1656-1746)",Nicolas de Largillierre,,,,,,,,,,,156,196,30576
498,498,0000699.jpeg,"Portrait of Gabriele Emilie Le Tonnelier de Breteuil, Marquise du Chatelet",1st quarter of the 18th century,1700,1712,1724,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313470508;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art304591_as_8b_srgb.jpg,Marianne Loir,Marianne Loir,,,,,,,,,,,155,196,30380
499,499,0000700.jpeg,Portrait of Maria Leczinska (Queen of France),1725 w/ Louis XV,,1725,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000785913;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d2458/41822000785913.jpg,"Nattier, Jean-Marc, 1685-1766",Jean-Marc Nattier,,,,,,,,,,,154,200,30800
500,500,0000701.jpeg,Portrait of the Composer and Musician Marin Marais,late 17th-early 18th Century,1670,1700,1730,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313259880;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art334443.jpg,André Bouys,André Bouys,,,,,,,,,,,148,196,29008
501,501,0000702.jpeg,Portrait of Barthelemy-Jean Claude Pupil,1729,,1729,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000755445;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d2386/41822000755445.jpg,"Largillierre, Nicolas de, 1656-1746",Nicolas de Largillierre,,,,,,,,,,,144,200,28800
502,502,0000703.jpeg,Portrait of Marguerite de Seve,1729,,1729,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000755569;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d2387/41822000755569.jpg,"Largillierre, Nicolas de, 1656-1746",Nicolas de Largillierre,,,,,,,,,,,143,200,28600
503,503,0000705.jpeg,"Portrait of the Conte d'Evreux, Marechal de la Tour d'Auvergne",c.1720,,1720,,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000784247;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d2487/41822000784247.jpg,"Rigaud, Hyacinthe, 1659-1743",Hyacinthe Rigaud,,,,,,,,,,,153,200,30600
504,504,0000708.jpeg,"Portrait of Francis III of Lorraine, future Emperor Francis I as a Child, holding a Butterfly and Leaning against a Cage containing two Doves (Charles Alexandre de Lorraine)",early 18th Century,1700,1715,1730,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313470429;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art156793_as_8b_srgb.jpg,Pierre Gaubert,Pierre Gaubert,,,,,,,,,,,157,196,30772
505,505,0000710.jpeg,Portrait of King Stanislas Leszcynski,1730,,1730,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000786036;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d2458/41822000786036.jpg,"Oudry, Jean-Baptiste, 1686-1755",Jean-Baptiste Oudry,,,,,,,,,,,167,200,33400
506,506,0000711.jpeg,Portrait of de Lamotte,late 17th-early 18th century,1670,1700,1730,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_10313879990;prevRouteTS=1568655291152,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/russian_scala_art345251_as_8b_srgb.jpg,Jean Ranc,Jean Ranc,,,,,,,,,,,160,196,31360
